Title,Year,Architects,Product,Category,Image
The Bay / Atelier Feichang Jianzhu,2011,Atelier Feichang Jianzhu - Yung Ho CHANG,Concrete,Houses,https://images.adsttc.com/media/images/5013/9220/28ba/0d39/6300/013d/newsletter/stringio.jpg?1414401723
Monarch Place / Randy Brown,2011,Randy Brown Architects,Concrete,Offices,https://images.adsttc.com/media/images/5013/9199/28ba/0d39/6300/0123/newsletter/stringio.jpg?1414224124
Artscience Museum In Singapore / Safdie Architects,2011,Safdie Architects - Moshe Safdie,Concrete,Museum,https://images.adsttc.com/media/images/5013/b1f9/28ba/0d39/6300/09f4/newsletter/stringio.jpg?1414020142
The Cosmopolitan of Las Vegas Interior / Rockwell Group,2011,Rockwell Group,Concrete,Apartments,https://images.adsttc.com/media/images/5013/b236/28ba/0d39/6300/0a08/newsletter/stringio.jpg?1414415765
Villa PM / Architrend Architecture,2011,Architrend Architecture,Concrete,Houses,https://images.adsttc.com/media/images/5013/9dec/28ba/0d39/6300/042f/medium_jpg/stringio.jpg?1414564965
Foley and Lardner / Group Goetz Architects,2011,Group Goetz Architects,Concrete,Offices,https://images.adsttc.com/media/images/5013/b3c9/28ba/0d39/6300/0a72/medium_jpg/stringio.jpg?1414415726
Engineering 5 Building / Perkins+Will,2011,Perkins+Will,Concrete,Others,https://images.adsttc.com/media/images/5013/b08c/28ba/0d39/6300/0985/newsletter/stringio.jpg?1414415832
EPA Region 8 Headquarters / ZGF Architects,2011,ZGF Architects,Concrete,Offices,https://images.adsttc.com/media/images/5013/b341/28ba/0d39/6300/0a57/medium_jpg/stringio.jpg?1414415789
Kayu Aga / Yoka Sara International,2011,Yoka Sara International,Concrete,Houses,https://images.adsttc.com/media/images/5013/ae76/28ba/0d39/6300/08e7/newsletter/stringio.jpg?1414417090
Devoto House / Andres Remy Arquitectos,2011,Andres Remy Arquitectos,Concrete,Houses,https://images.adsttc.com/media/images/5013/a6ab/28ba/0d39/6300/06ae/newsletter/stringio.jpg?1414565246
Interior Build-out at the Gansevoort Hotel South / NC-Offices,2011,NC-Offices,Concrete,Others,https://images.adsttc.com/media/images/5013/b868/28ba/0d39/6300/0bba/medium_jpg/stringio.jpg?1361455673
Florida Beach House / Iredale Pedersen Hook Architects,2011,Iredale Pedersen Hook Architects,Concrete,Houses,https://images.adsttc.com/media/images/571f/0ec3/e58e/ce2f/1400/0001/newsletter/1_110128_Florida_Beach_House_0333.jpg?1461653179
Maison / Van Der Merwe Miszewski Architects,2011,Van Der Merwe Miszewski Architects,Concrete,Houses,https://images.adsttc.com/media/images/5013/b972/28ba/0d39/6300/0c08/newsletter/stringio.jpg?1414570575
Non Visible House / Paritzki & Liani Architects,2011,Paritzki Liani Architects - Itai Paritzki & Paola Liani,Concrete,Houses,https://images.adsttc.com/media/images/5013/b5fa/28ba/0d39/6300/0b0b/newsletter/stringio.jpg?1417516695
CEIP / Ventura Valcarce Arquitecto,2011,Ventura Valcarce Arquitecto,Concrete,Others,https://images.adsttc.com/media/images/5013/b06d/28ba/0d39/6300/097b/newsletter/stringio.jpg?1414214012
"AD Classics: McMath-Pierce Solar Telescope, Kitt Peak National Observatory / SOM",2011,SOM,Concrete,Others,https://images.adsttc.com/media/images/5038/06df/28ba/0d59/9b00/09d3/medium_jpg/stringio.jpg?1414425643
Mosman House / Popov Bass Architects,2011,Popov Bass Architects,Concrete,Houses,https://images.adsttc.com/media/images/5013/b1a0/28ba/0d39/6300/09db/newsletter/stringio.jpg?1414056012
The C114 House / Postarch,2011,"Postarch ÇƒÏ Fatlum Haliti, Maja BarloviÉ·, Menor Pajaziti",Concrete,Houses,https://images.adsttc.com/media/images/5013/c1ce/28ba/0d39/6300/0e3d/newsletter/stringio.jpg?1414007621
ScrapHouse / Public Architecture,2011,Public Architecture,Concrete,Houses,https://images.adsttc.com/media/images/5013/c3ec/28ba/0d39/6300/0ede/newsletter/stringio.jpg?1414021776
Baufeld 10 / LOVE architecture and urbanism,2011,LOVE architecture and urbanism,Concrete,Apartments,https://images.adsttc.com/media/images/5013/be06/28ba/0d39/6300/0d3a/newsletter/stringio.jpg?1414402840
MD Houses / VA Studio,2011,VA Studio,Concrete,Houses,https://images.adsttc.com/media/images/5013/c05d/28ba/0d39/6300/0ddb/newsletter/stringio.jpg?1414586373
Cannon Design Regional Officess / Cannon Design,2011,Cannon Design,Concrete,Others,https://images.adsttc.com/media/images/5013/ca2e/28ba/0d39/6300/1071/newsletter/stringio.jpg?1414213139
80 Dekalb / Della Valle + Bernheimer,2011,Della Valle + Bernheimer,Concrete,Others,https://images.adsttc.com/media/images/5013/cb04/28ba/0d39/6300/10a2/medium_jpg/stringio.jpg?1427070347
KD House / GENETO,2011,GENETO,Concrete,Houses,https://images.adsttc.com/media/images/5013/c74c/28ba/0d39/6300/0fa6/newsletter/stringio.jpg?1414066653
The Intense City / Architectenbureau Marlies Rohmer,2011,Architectenbureau Marlies Rohmer,Concrete,Houses,https://images.adsttc.com/media/images/5013/ba43/28ba/0d39/6300/0c41/newsletter/stringio.jpg?1414404933
Institute for the Culinary Arts / HDR Architecture,2011,HDR Architecture,Concrete,Others,https://images.adsttc.com/media/images/5013/c3b1/28ba/0d39/6300/0ecc/newsletter/stringio.jpg?1414586325
Ann Hamilton Tower / Jensen Architects/Jensen & Macy Architects,2011,Jensen Architects/ Jensen & Macy Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/befe/28ba/0d39/6300/0d77/medium_jpg/stringio.jpg?1414022662
Old Post Offices Plaza / Baird Sampson Neuert Architects,2011,Baird Sampson Neuert Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/c57d/28ba/0d39/6300/0f35/newsletter/stringio.jpg?1414586455
380 Student Units and Public Space Design / Architectenbureau Marlies Rohmer,2011,Architectenbureau Marlies Rohmer,Concrete,Others,https://images.adsttc.com/media/images/5013/bb0f/28ba/0d39/6300/0c7c/medium_jpg/stringio.jpg?1414415666
Logistics Complex of SIC Network in Carnaxide / Marco Rocha,2011,Marco Rocha,Concrete,Offices,https://images.adsttc.com/media/images/5013/cc85/28ba/0d39/6300/1113/newsletter/stringio.jpg?1414410124
High Bridge ARTLAB / in situ studio,2011,"Matthew Griffith, with Will Lambeth and David Birge",Concrete,Others,https://images.adsttc.com/media/images/5013/d168/28ba/0d39/6300/123b/newsletter/stringio.jpg?1414095150
Stapleton Pool House #2 / Semple Brown Design,2011,Semple Brown Design,Concrete,Others,https://images.adsttc.com/media/images/5013/cf72/28ba/0d39/6300/11b6/newsletter/stringio.jpg?1414586894
Tatami Japanese Restaurant / Jassim AlShehab,2011,Jassim Al,Concrete,Others,https://images.adsttc.com/media/images/5013/d0e0/28ba/0d39/6300/1217/newsletter/stringio.jpg?1414586807
28 Old Fulton Street / Nandinee Phookan Architects,2011,Nandinee Phookan Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/cfa2/28ba/0d39/6300/11c2/newsletter/stringio.jpg?1414410088
Calcara House / Modulor Progettazioni + Vincenzo Zito,2011,"Modulor Progettazioni, Vincenzo Zito",Concrete,Houses,https://images.adsttc.com/media/images/5013/cbb1/28ba/0d39/6300/10d5/medium_jpg/stringio.jpg?1414586536
Cherry Hill Mall Renovation and Expansion / JPRA Architects,2011,JPRA Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/c8e3/28ba/0d39/6300/101c/newsletter/stringio.jpg?1414410325
BMCE Headquarters / Foster + Partners,2011,Foster + Partners,Concrete,Offices,https://images.adsttc.com/media/images/5013/d33f/28ba/0d39/6300/12bb/newsletter/stringio.jpg?1414219883
PizzaExpress / Ab Rogers Design,2011,Ab Rogers Design,Concrete,Others,https://images.adsttc.com/media/images/5013/d2e8/28ba/0d39/6300/12a6/medium_jpg/stringio.jpg?1414409882
The White House Prahran / Nervegna Reed Architecture + PH Architects,2011,"Nervegna Reed Architecture , ¨Üph Architects",Concrete,Houses,https://images.adsttc.com/media/images/5013/d062/28ba/0d39/6300/11f8/medium_jpg/stringio.jpg?1414571058
Crocker Art Museum / Gwathmey Siegel & Associates Architects,2011,Gwathmey Siegel & Associates Architects,Concrete,Museum,https://images.adsttc.com/media/images/5013/d296/28ba/0d39/6300/1296/newsletter/stringio.jpg?1414586637
House NL III / GAAGA,2011,GAAGA - Esther Stevelink en Arie Bergsma,Concrete,Houses,https://images.adsttc.com/media/images/5013/d20f/28ba/0d39/6300/126c/newsletter/stringio.jpg?1414586670
Uniopt Pachleitner Group Headquarters / GS Architects,2011,"Brigitte Spurej, Danijela Gojic",Concrete,Offices,https://images.adsttc.com/media/images/5013/ca69/28ba/0d39/6300/107e/newsletter/stringio.jpg?1414410196
Meander / UArchitects,2011,"Misak Terzibasiyan, in cooperation with architectenaandemaa",Concrete,Apartments,https://images.adsttc.com/media/images/5013/c808/28ba/0d39/6300/0fd8/medium_jpg/stringio.jpg?1414035669
"AD Classics: Herbert F. Johnson Museum of Art, Cornell University / I.M. Pei",2011,I.M. Pei,Concrete,Museum,https://images.adsttc.com/media/images/5038/0794/28ba/0d59/9b00/0a04/newsletter/stringio.jpg?1414197905
Yale Art + Architecture Building / Gwathmey Siegel & Associates Architects,2011,Gwathmey Siegel & Associates Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/dba4/28ba/0d3b/4500/009f/newsletter/stringio.jpg?1430301625
Courthouse and Public Square / Christian Kronaus + Erhard An-He Kinzelbach,2011,Christian Kronaus + Erhard An-He Kinzelbach,Concrete,Others,https://images.adsttc.com/media/images/5013/dfe3/28ba/0d3b/4500/01d1/newsletter/stringio.jpg?1414093852
Aberdeen Sports Village / Reiach And Hall Architects,2011,Reiach and Hall Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/d436/28ba/0d39/6300/12ed/newsletter/stringio.jpg?1414041985
152 Fanshawe Street / Architectus,2011,Architectus,Concrete,Offices,https://images.adsttc.com/media/images/5013/e7c8/28ba/0d3b/4500/043a/newsletter/stringio.jpg?1414215699
Nursery School in Alamcelles / BmesR29,2011,Bmes,Concrete,Others,https://images.adsttc.com/media/images/5013/e6f7/28ba/0d3b/4500/03f7/newsletter/stringio.jpg?1361426489
Helicopter Building / Stephane Maupin & Nicolas Hugon,2011,Stephane Maupin & Nicolas Hugon,Concrete,Others,https://images.adsttc.com/media/images/5013/e49e/28ba/0d3b/4500/034a/newsletter/stringio.jpg?1414410580
Indoor Swimming Pool in Toro / Vier Arquitectos,2011,"Vier Arquitectos SLP - Antonio Raya, Crist??bal Crespo, Santiago S?∞nchez, Enrique Antelo",Concrete,Others,https://images.adsttc.com/media/images/5013/e368/28ba/0d3b/4500/02e2/newsletter/stringio.jpg?1414406577
Stapleton Pool House Number 3 / Semple Brown Design,2011,Semple Brown Design,Concrete,Others,https://images.adsttc.com/media/images/5013/db67/28ba/0d3b/4500/008a/newsletter/stringio.jpg?1414403079
Yzerfontein / SAOTA,2011,"SAOTA (Stefan Antoni Olmesdahl Truen Architects) - Stefan Antoni, Richard Townsend, Holger Deppe",Concrete,Houses,https://images.adsttc.com/media/images/5013/dad1/28ba/0d3b/4500/0055/newsletter/stringio.jpg?1414571219
Santa Teresa Retirement Home / BmesR29 Arquitectes,2011,Bmes,Concrete,Others,https://images.adsttc.com/media/images/5013/ee56/28ba/0d3b/4500/0639/newsletter/stringio.jpg?1414099767
Dake Wells Architecture Design Studio / Dake | Wells Architecture,2011,Dake | Wells Architecture,Concrete,Renovation,https://images.adsttc.com/media/images/5013/e2a4/28ba/0d3b/4500/02ad/newsletter/stringio.jpg?1414074954
Tank Bar + Restaurant / Donovan Hill,2011,Donovan Hill,Concrete,Others,https://images.adsttc.com/media/images/5013/eac0/28ba/0d3b/4500/051f/newsletter/stringio.jpg?1414575971
Box House / Studio H:T,2011,Studio H:T,Concrete,Houses,https://images.adsttc.com/media/images/5013/eaa5/28ba/0d3b/4500/0517/newsletter/stringio.jpg?1414035759
Beit-Halochem Rehabilitation Center / Kimmel-Eshkolot Architects,2011,Kimmel-Eshkolot Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/f2a8/28ba/0d3b/4500/0786/newsletter/stringio.jpg?1414043071
Residential Building in Montesilvano / Studio Zero85,2011,Studio Zero85Location,Concrete,Houses,https://images.adsttc.com/media/images/5013/f391/28ba/0d3b/4500/07d1/newsletter/stringio.jpg?1418133178
Downtown Apartment In Zagreb / Dva Arhitekta d.o.o.,2011,"Dva Arhitekta d.o.o. - Tomislav É‹urkoviÉ·, Zoran ZidariÉ·Location",Concrete,Others,https://images.adsttc.com/media/images/5013/f1a2/28ba/0d3b/4500/0734/newsletter/stringio.jpg?1414034816
Capital Flats / Onion Flats,2011,Onion Flats Architecture,Concrete,Renovation,https://images.adsttc.com/media/images/5013/df73/28ba/0d3b/4500/01af/newsletter/stringio.jpg?1361427277
195 Melbourne Street / Tridente Architects,2011,Tridente Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/f4ec/28ba/0d3b/4500/0839/medium_jpg/stringio.jpg?1414417757
NIK / Atelier Thomas Pucher & Bramberger,2011,Atelier Thomas Pucher & Bramberger,Concrete,Offices,https://images.adsttc.com/media/images/5013/f735/28ba/0d3b/4500/08fa/large_jpg/stringio.jpg?1414417703
Education House in Kjeller / Lund+Slaatto Architects,2011,Lund+Slaatto Architects,Concrete,Others,https://images.adsttc.com/media/images/5013/f981/28ba/0d3b/4500/098b/newsletter/stringio.jpg?1361415019
Aomori Museum of Art / Jun Aoki & Associates,2011,Jun Aoki & Associates,Concrete,Museum,https://images.adsttc.com/media/images/5013/f871/28ba/0d3b/4500/0952/newsletter/stringio.jpg?1414574123
Martin House / ALT arquitectura,2011,ALT arquitectura -¨Ü?≈ngel Luis Tendero - Bernardo Cummins,Concrete,Houses,https://images.adsttc.com/media/images/5013/f5ce/28ba/0d3b/4500/0884/newsletter/stringio.jpg?1361419662
Silent Offices / Takashi Yamaguchi & Associates,2011,Takashi Yamaguchi & Associates,Concrete,Offices,https://images.adsttc.com/media/images/5013/f672/28ba/0d3b/4500/08b5/newsletter/stringio.jpg?1414574178
KLF Architectural Systems / Dake | Wells Architecture,2011,Dake | Wells Architecture,Concrete,Offices,https://images.adsttc.com/media/images/5013/e508/28ba/0d3b/4500/036c/newsletter/stringio.jpg?1414213181
Bene Flagship Store Neutorgasse / Solid Architecture,2011,Solid Architecture,Concrete,Others,https://images.adsttc.com/media/images/5014/022a/28ba/0d3b/4500/0ba3/medium_jpg/stringio.jpg?1414088690
Treehouse / SHED Architecture & Design,2011,SHED Architecture & Design,Concrete,Houses,https://images.adsttc.com/media/images/5014/075a/28ba/0d3b/4500/0cb4/newsletter/stringio.jpg?1414416016
Jarego House / CVDB arquitectos,2011,CVDB arquitectos,Concrete,Houses,https://images.adsttc.com/media/images/5014/06f3/28ba/0d3b/4500/0c94/newsletter/stringio.jpg?1414576316
Guangdong Museum / Rocco Design Architects,2011,Rocco Design Architects,Concrete,Museum,https://images.adsttc.com/media/images/5013/fcea/28ba/0d3b/4500/0a6a/newsletter/stringio.jpg?1414001861
House in Ise / Takashi Yamaguchi & Associates,2011,Takashi Yamaguchi & Associates,Concrete,Houses,https://images.adsttc.com/media/images/5013/f6c4/28ba/0d3b/4500/08d0/medium_jpg/stringio.jpg?1423415249
Diamond Project / Terry & Terry Architecture,2011,Terry & Terry Architecture,Concrete,Houses,https://images.adsttc.com/media/images/5013/f923/28ba/0d3b/4500/0977/medium_jpg/stringio.jpg?1414576163
Millenium Theater / Chiasmus Partners,2011,"James Wei Ke, Hyunho Lee (Chiasmus Partners)Location",Concrete,Others,https://images.adsttc.com/media/images/5014/05dd/28ba/0d3b/4500/0c66/medium_jpg/stringio.jpg?1414020159
Optimil Officess / ALT arquitectura + CSO arquitectura,2011,ALT arquitectura + CSO Arquitectura,Concrete,Offices,https://images.adsttc.com/media/images/5013/f61d/28ba/0d3b/4500/089c/newsletter/stringio.jpg?1414048371
Diamond Project / Terry & Terry Architecture,2011,Terry & Terry Architecture,Concrete,Houses,https://images.adsttc.com/media/images/5013/f923/28ba/0d3b/4500/0977/medium_jpg/stringio.jpg?1414576163
Carroll A. Campbell Jr. Graduate Engineering Center at Clemson University / Mack Scogin Merrill Elam Architects,2011,Mack Scogin Merrill Elam Architects,Concrete,Others,https://images.adsttc.com/media/images/5014/0f31/28ba/0d3b/4500/0eaf/newsletter/stringio.jpg?1414024412
LOTT Clean Water Alliance Regional Services Center / Miller Hull Partnership,2011,Miller Hull Partnership,Concrete,Renovation,https://images.adsttc.com/media/images/5014/0d46/28ba/0d3b/4500/0e43/newsletter/stringio.jpg?1414214163
Jardin de Jade Hangzhou / PAL Design Consultants,2011,PAL Design Consultants,Concrete,Others,https://images.adsttc.com/media/images/5014/0bb6/28ba/0d3b/4500/0dd6/newsletter/stringio.jpg?1414062813
Capps Residence / Poteet Architects,2011,Poteet Architects,Concrete,Houses,https://images.adsttc.com/media/images/5014/035d/28ba/0d3b/4500/0bf3/medium_jpg/stringio.jpg?1414403734
Folsom + Dore / David Baker + Partners,2011,David Baker + Partners,Concrete,Houses,https://images.adsttc.com/media/images/5013/f0a8/28ba/0d3b/4500/06e8/newsletter/stringio.jpg?1414002397
Inside House & Outside House / Takeshi Hosaka Architects,2011,Takeshi Hosaka Architects,Concrete,Houses,https://images.adsttc.com/media/images/5014/01a1/28ba/0d3b/4500/0b87/newsletter/stringio.jpg?1414576475
Lake House / David Guerra,2011,David Guerra Architecture and Interior,Concrete,Houses,https://images.adsttc.com/media/images/5013/fd4a/28ba/0d3b/4500/0a87/newsletter/stringio.jpg?1361419743
Snail House / Atelier d.org,2011,"Atelier d.org - Jeanroy, Leduc, Riber architects",Concrete,Houses,https://images.adsttc.com/media/images/5014/0ac4/28ba/0d3b/4500/0d8b/newsletter/stringio.jpg?1414061707
Emidio Navarro Secondary School / Oficina Ideias em Linha,2011,Jos?© Laranjeira,Concrete,Others,https://images.adsttc.com/media/images/5014/1430/28ba/0d3b/4500/0fa7/newsletter/stringio.jpg?1414082855
JC&M House / ALT arquitectura,2011,"ALT arquitectura -¨Ü?≈ngel Luis Tendero, Bernardo Cummins",Concrete,Houses,https://images.adsttc.com/media/images/5014/1e01/28ba/0d3b/4500/1227/newsletter/stringio.jpg?1414061676
Missouri State University - Cheek Hall / Dake | Wells Architecture,2011,Dake | Wells Architecture,Concrete,Others,https://images.adsttc.com/media/images/5013/e646/28ba/0d3b/4500/03cf/newsletter/stringio.jpg?1413988615
AD Classics: Chapel of the Holy Cross / Richard Hein,2011,Richard Hein,Concrete,Others,https://images.adsttc.com/media/images/5038/0b74/28ba/0d59/9b00/0b11/newsletter/stringio.jpg?1414198266
SAIT Parkade / Bing Thom Architects,2011,Bing Thom Architects,Concrete,Others,https://images.adsttc.com/media/images/5014/14f9/28ba/0d3b/4500/0fd6/newsletter/stringio.jpg?1414417226
City Of Port Philip / Williams Boag Architects,2011,Williams Boag Architects,Concrete,Offices,https://images.adsttc.com/media/images/5014/1edb/28ba/0d3b/4500/1267/medium_jpg/stringio.jpg?1414424732
Offices of the Forward Media Group Publishing House / Za Bor Architects,2011,Za Bor Architects,Concrete,Offices,https://images.adsttc.com/media/images/5014/1a34/28ba/0d3b/4500/113d/newsletter/stringio.jpg?1361456415
